"time_key","date","hour","day","week","month","quarter","year"
"T04673","2020-10-02","10","2","1st Week","10","Q4","2020"
"T04674","2017-05-24","15","24","4th Week","5","Q2","2017"
"T04675","2019-11-12","3","12","2nd Week","11","Q4","2019"
"T04676","2022-04-21","8","21","3rd Week","4","Q2","2022"
"T04677","2015-09-03","10","3","1st Week","9","Q3","2015"
"T04678","2022-02-25","14","25","4th Week","2","Q1","2022"
"T04679","2020-02-14","0","14","2nd Week","2","Q1","2020"
"T04680","2015-12-30","10","30","4th Week","12","Q4","2015"
"T04681","2020-11-14","11","14","2nd Week","11","Q4","2020"
"T04682","2015-11-18","3","18","3rd Week","11","Q4","2015"
"T04683","2019-05-01","20","1","1st Week","5","Q2","2019"
"T04684","2016-09-22","14","22","4th Week","9","Q3","2016"
"T04685","2018-10-31","0","31","4th Week","10","Q4","2018"
"T04686","2017-08-13","6","13","2nd Week","8","Q3","2017"
"T04687","2014-12-28","4","28","4th Week","12","Q4","2014"
"T04688","2019-04-02","7","2","1st Week","4","Q2","2019"
"T04689","2016-03-18","15","18","3rd Week","3","Q1","2016"
"T04690","2014-05-02","20","2","1st Week","5","Q2","2014"
"T04691","2015-06-13","1","13","2nd Week","6","Q2","2015"
"T04692","2020-06-18","17","18","3rd Week","6","Q2","2020"
"T04693","2022-03-08","10","8","2nd Week","3","Q1","2022"
"T04694","2021-12-27","16","27","4th Week","12","Q4","2021"
"T04695","2022-01-26","3","26","4th Week","1","Q1","2022"
"T04696","2014-10-09","7","9","2nd Week","10","Q4","2014"
"T04697","2022-04-07","3","7","1st Week","4","Q2","2022"
"T04698","2020-09-16","2","16","3rd Week","9","Q3","2020"
"T04699","2014-04-28","8","28","4th Week","4","Q2","2014"
"T04700","2017-12-26","5","26","4th Week","12","Q4","2017"
"T04701","2015-01-27","6","27","4th Week","1","Q1","2015"
"T04702","2016-08-11","19","11","2nd Week","8","Q3","2016"
"T04703","2016-01-26","14","26","4th Week","1","Q1","2016"
"T04704","2022-09-03","23","3","1st Week","9","Q3","2022"
"T04705","2022-02-18","17","18","3rd Week","2","Q1","2022"
"T04706","2015-01-17","4","17","3rd Week","1","Q1","2015"
"T04707","2014-12-31","12","31","4th Week","12","Q4","2014"
"T04708","2021-10-21","1","21","3rd Week","10","Q4","2021"
"T04709","2021-07-16","1","16","3rd Week","7","Q3","2021"
"T04710","2018-01-02","20","2","1st Week","1","Q1","2018"
"T04711","2015-09-04","10","4","1st Week","9","Q3","2015"
"T04712","2016-10-12","12","12","2nd Week","10","Q4","2016"
"T04713","2021-02-25","22","25","4th Week","2","Q1","2021"
"T04714","2016-05-11","14","11","2nd Week","5","Q2","2016"
"T04715","2021-11-20","9","20","3rd Week","11","Q4","2021"
"T04716","2019-06-04","9","4","1st Week","6","Q2","2019"
"T04717","2020-07-18","13","18","3rd Week","7","Q3","2020"
"T04718","2018-08-19","10","19","3rd Week","8","Q3","2018"
"T04719","2022-03-02","12","2","1st Week","3","Q1","2022"
"T04720","2016-04-24","5","24","4th Week","4","Q2","2016"
"T04721","2020-03-23","17","23","4th Week","3","Q1","2020"
"T04722","2020-01-01","2","1","1st Week","1","Q1","2020"
"T04723","2016-10-14","23","14","2nd Week","10","Q4","2016"
"T04724","2019-06-06","3","6","1st Week","6","Q2","2019"
"T04725","2019-09-28","3","28","4th Week","9","Q3","2019"
"T04726","2018-08-12","12","12","2nd Week","8","Q3","2018"
"T04727","2014-06-16","16","16","3rd Week","6","Q2","2014"
"T04728","2021-01-08","21","8","2nd Week","1","Q1","2021"
"T04729","2021-02-08","13","8","2nd Week","2","Q1","2021"
"T04730","2022-05-07","12","7","1st Week","5","Q2","2022"
"T04731","2018-02-28","5","28","4th Week","2","Q1","2018"
"T04732","2021-10-21","10","21","3rd Week","10","Q4","2021"
"T04733","2020-05-28","3","28","4th Week","5","Q2","2020"
"T04734","2019-06-27","18","27","4th Week","6","Q2","2019"
"T04735","2014-12-24","19","24","4th Week","12","Q4","2014"
"T04736","2019-12-11","23","11","2nd Week","12","Q4","2019"
"T04737","2018-04-15","12","15","3rd Week","4","Q2","2018"
"T04738","2016-07-20","14","20","3rd Week","7","Q3","2016"
"T04739","2018-06-29","14","29","4th Week","6","Q2","2018"
"T04740","2021-05-04","18","4","1st Week","5","Q2","2021"
"T04741","2019-02-02","22","2","1st Week","2","Q1","2019"
"T04742","2020-11-22","22","22","4th Week","11","Q4","2020"
"T04743","2016-09-01","7","1","1st Week","9","Q3","2016"
"T04744","2014-04-09","0","9","2nd Week","4","Q2","2014"
"T04745","2019-11-25","16","25","4th Week","11","Q4","2019"
"T04746","2018-02-17","8","17","3rd Week","2","Q1","2018"
"T04747","2015-03-16","14","16","3rd Week","3","Q1","2015"
"T04748","2017-08-15","20","15","3rd Week","8","Q3","2017"
"T04749","2015-11-11","2","11","2nd Week","11","Q4","2015"
"T04750","2016-02-03","17","3","1st Week","2","Q1","2016"
"T04751","2018-09-26","22","26","4th Week","9","Q3","2018"
"T04752","2021-08-04","20","4","1st Week","8","Q3","2021"
"T04753","2020-03-14","7","14","2nd Week","3","Q1","2020"
"T04754","2016-07-30","22","30","4th Week","7","Q3","2016"
"T04755","2020-05-25","5","25","4th Week","5","Q2","2020"
"T04756","2014-10-11","6","11","2nd Week","10","Q4","2014"
"T04757","2015-03-04","23","4","1st Week","3","Q1","2015"
"T04758","2015-11-02","21","2","1st Week","11","Q4","2015"
"T04759","2022-11-12","1","12","2nd Week","11","Q4","2022"
"T04760","2022-02-02","19","2","1st Week","2","Q1","2022"
"T04761","2014-02-12","13","12","2nd Week","2","Q1","2014"
"T04762","2019-09-05","16","5","1st Week","9","Q3","2019"
"T04763","2021-10-08","8","8","2nd Week","10","Q4","2021"
"T04764","2017-02-21","2","21","3rd Week","2","Q1","2017"
"T04765","2016-08-31","13","31","4th Week","8","Q3","2016"
"T04766","2016-07-30","0","30","4th Week","7","Q3","2016"
"T04767","2019-04-17","16","17","3rd Week","4","Q2","2019"
"T04768","2014-08-14","9","14","2nd Week","8","Q3","2014"
"T04769","2017-11-02","13","2","1st Week","11","Q4","2017"
"T04770","2015-08-31","2","31","4th Week","8","Q3","2015"
"T04771","2014-07-26","20","26","4th Week","7","Q3","2014"
"T04772","2022-02-19","7","19","3rd Week","2","Q1","2022"
"T04773","2019-10-18","10","18","3rd Week","10","Q4","2019"
"T04774","2016-08-02","7","2","1st Week","8","Q3","2016"
"T04775","2018-04-18","9","18","3rd Week","4","Q2","2018"
"T04776","2014-09-07","14","7","1st Week","9","Q3","2014"
"T04777","2014-10-28","15","28","4th Week","10","Q4","2014"
"T04778","2018-05-24","3","24","4th Week","5","Q2","2018"
"T04779","2018-11-25","15","25","4th Week","11","Q4","2018"
"T04780","2022-08-13","21","13","2nd Week","8","Q3","2022"
"T04781","2017-01-14","1","14","2nd Week","1","Q1","2017"
"T04782","2016-01-21","13","21","3rd Week","1","Q1","2016"
"T04783","2018-11-08","15","8","2nd Week","11","Q4","2018"
"T04784","2020-03-05","15","5","1st Week","3","Q1","2020"
"T04785","2020-11-30","3","30","4th Week","11","Q4","2020"
"T04786","2022-06-05","2","5","1st Week","6","Q2","2022"
"T04787","2019-08-28","5","28","4th Week","8","Q3","2019"
"T04788","2015-05-04","9","4","1st Week","5","Q2","2015"
"T04789","2019-03-15","21","15","3rd Week","3","Q1","2019"
"T04790","2021-10-03","8","3","1st Week","10","Q4","2021"
"T04791","2017-07-02","6","2","1st Week","7","Q3","2017"
"T04792","2016-12-20","16","20","3rd Week","12","Q4","2016"
"T04793","2017-03-04","3","4","1st Week","3","Q1","2017"
"T04794","2022-09-05","11","5","1st Week","9","Q3","2022"
"T04795","2016-03-25","10","25","4th Week","3","Q1","2016"
"T04796","2015-03-05","16","5","1st Week","3","Q1","2015"
"T04797","2020-06-05","23","5","1st Week","6","Q2","2020"
"T04798","2019-01-15","0","15","3rd Week","1","Q1","2019"
"T04799","2018-01-21","7","21","3rd Week","1","Q1","2018"
"T04800","2020-04-07","18","7","1st Week","4","Q2","2020"
"T04801","2022-04-24","6","24","4th Week","4","Q2","2022"
"T04802","2021-07-26","1","26","4th Week","7","Q3","2021"
"T04803","2021-03-13","19","13","2nd Week","3","Q1","2021"
"T04804","2020-06-16","7","16","3rd Week","6","Q2","2020"
"T04805","2014-08-21","5","21","3rd Week","8","Q3","2014"
"T04806","2022-01-07","3","7","1st Week","1","Q1","2022"
"T04807","2015-02-17","2","17","3rd Week","2","Q1","2015"
"T04808","2019-09-05","3","5","1st Week","9","Q3","2019"
"T04809","2020-01-26","17","26","4th Week","1","Q1","2020"
"T04810","2016-03-26","23","26","4th Week","3","Q1","2016"
"T04811","2014-11-09","11","9","2nd Week","11","Q4","2014"
"T04812","2022-04-23","2","23","4th Week","4","Q2","2022"
"T04813","2019-08-28","21","28","4th Week","8","Q3","2019"
"T04814","2021-05-24","3","24","4th Week","5","Q2","2021"
"T04815","2016-05-30","10","30","4th Week","5","Q2","2016"
"T04816","2020-05-27","15","27","4th Week","5","Q2","2020"
"T04817","2020-01-13","6","13","2nd Week","1","Q1","2020"
"T04818","2019-04-05","0","5","1st Week","4","Q2","2019"
"T04819","2017-04-01","12","1","1st Week","4","Q2","2017"
"T04820","2017-09-13","17","13","2nd Week","9","Q3","2017"
"T04821","2019-07-18","13","18","3rd Week","7","Q3","2019"
"T04822","2022-05-25","11","25","4th Week","5","Q2","2022"
"T04823","2021-01-15","15","15","3rd Week","1","Q1","2021"
"T04824","2022-07-27","20","27","4th Week","7","Q3","2022"
"T04825","2019-12-04","19","4","1st Week","12","Q4","2019"
"T04826","2014-12-28","6","28","4th Week","12","Q4","2014"
"T04827","2017-11-12","13","12","2nd Week","11","Q4","2017"
"T04828","2017-12-19","22","19","3rd Week","12","Q4","2017"
"T04829","2021-07-06","11","6","1st Week","7","Q3","2021"
"T04830","2021-05-22","21","22","4th Week","5","Q2","2021"
"T04831","2018-05-15","7","15","3rd Week","5","Q2","2018"
"T04832","2017-08-16","19","16","3rd Week","8","Q3","2017"
"T04833","2015-06-15","7","15","3rd Week","6","Q2","2015"
"T04834","2019-12-23","14","23","4th Week","12","Q4","2019"
"T04835","2014-08-24","13","24","4th Week","8","Q3","2014"
"T04836","2018-12-08","9","8","2nd Week","12","Q4","2018"
"T04837","2020-09-02","19","2","1st Week","9","Q3","2020"
"T04838","2018-09-19","7","19","3rd Week","9","Q3","2018"
"T04839","2016-08-08","9","8","2nd Week","8","Q3","2016"
"T04840","2022-06-03","3","3","1st Week","6","Q2","2022"
"T04841","2014-05-05","12","5","1st Week","5","Q2","2014"
"T04842","2018-10-17","15","17","3rd Week","10","Q4","2018"
"T04843","2019-08-12","22","12","2nd Week","8","Q3","2019"
"T04844","2017-05-02","23","2","1st Week","5","Q2","2017"
"T04845","2017-09-29","16","29","4th Week","9","Q3","2017"
"T04846","2022-01-13","22","13","2nd Week","1","Q1","2022"
"T04847","2021-06-10","13","10","2nd Week","6","Q2","2021"
"T04848","2018-07-14","21","14","2nd Week","7","Q3","2018"
"T04849","2022-07-24","14","24","4th Week","7","Q3","2022"
"T04850","2019-07-18","13","18","3rd Week","7","Q3","2019"
"T04851","2015-02-26","3","26","4th Week","2","Q1","2015"
"T04852","2022-11-12","21","12","2nd Week","11","Q4","2022"
"T04853","2021-10-08","12","8","2nd Week","10","Q4","2021"
"T04854","2015-04-21","21","21","3rd Week","4","Q2","2015"
"T04855","2017-06-13","7","13","2nd Week","6","Q2","2017"
"T04856","2017-09-02","15","2","1st Week","9","Q3","2017"
"T04857","2014-04-13","16","13","2nd Week","4","Q2","2014"
"T04858","2020-02-06","1","6","1st Week","2","Q1","2020"
"T04859","2017-07-11","9","11","2nd Week","7","Q3","2017"
"T04860","2022-01-27","11","27","4th Week","1","Q1","2022"
"T04861","2016-12-15","9","15","3rd Week","12","Q4","2016"
"T04862","2015-06-17","3","17","3rd Week","6","Q2","2015"
"T04863","2020-12-29","9","29","4th Week","12","Q4","2020"
"T04864","2015-04-22","1","22","4th Week","4","Q2","2015"
"T04865","2018-08-18","22","18","3rd Week","8","Q3","2018"
"T04866","2019-04-30","13","30","4th Week","4","Q2","2019"
"T04867","2018-08-05","12","5","1st Week","8","Q3","2018"
"T04868","2015-08-05","14","5","1st Week","8","Q3","2015"
"T04869","2016-09-03","9","3","1st Week","9","Q3","2016"
"T04870","2015-08-11","5","11","2nd Week","8","Q3","2015"
"T04871","2020-02-18","4","18","3rd Week","2","Q1","2020"
"T04872","2022-09-04","14","4","1st Week","9","Q3","2022"
"T04873","2017-11-11","22","11","2nd Week","11","Q4","2017"
"T04874","2020-03-17","23","17","3rd Week","3","Q1","2020"
"T04875","2020-04-01","21","1","1st Week","4","Q2","2020"
"T04876","2019-04-20","16","20","3rd Week","4","Q2","2019"
"T04877","2018-07-12","20","12","2nd Week","7","Q3","2018"
"T04878","2018-12-06","2","6","1st Week","12","Q4","2018"
"T04879","2015-05-15","8","15","3rd Week","5","Q2","2015"
"T04880","2018-09-07","3","7","1st Week","9","Q3","2018"
"T04881","2021-07-08","6","8","2nd Week","7","Q3","2021"
"T04882","2017-04-06","10","6","1st Week","4","Q2","2017"
"T04883","2016-06-19","1","19","3rd Week","6","Q2","2016"
"T04884","2016-10-24","13","24","4th Week","10","Q4","2016"
"T04885","2016-10-19","8","19","3rd Week","10","Q4","2016"
"T04886","2017-06-17","9","17","3rd Week","6","Q2","2017"
"T04887","2019-04-10","19","10","2nd Week","4","Q2","2019"
"T04888","2022-02-16","15","16","3rd Week","2","Q1","2022"
"T04889","2018-11-27","22","27","4th Week","11","Q4","2018"
"T04890","2021-01-25","10","25","4th Week","1","Q1","2021"
"T04891","2017-12-06","12","6","1st Week","12","Q4","2017"
"T04892","2015-08-25","13","25","4th Week","8","Q3","2015"
"T04893","2020-01-12","14","12","2nd Week","1","Q1","2020"
"T04894","2021-04-04","14","4","1st Week","4","Q2","2021"
"T04895","2016-11-22","3","22","4th Week","11","Q4","2016"
"T04896","2016-07-18","7","18","3rd Week","7","Q3","2016"
"T04897","2020-01-01","5","1","1st Week","1","Q1","2020"
"T04898","2019-08-18","10","18","3rd Week","8","Q3","2019"
"T04899","2014-11-28","1","28","4th Week","11","Q4","2014"
"T04900","2022-09-01","22","1","1st Week","9","Q3","2022"
"T04901","2019-06-26","0","26","4th Week","6","Q2","2019"
"T04902","2015-08-05","18","5","1st Week","8","Q3","2015"
"T04903","2014-03-24","20","24","4th Week","3","Q1","2014"
"T04904","2016-07-08","4","8","2nd Week","7","Q3","2016"
"T04905","2020-05-15","10","15","3rd Week","5","Q2","2020"
"T04906","2015-05-23","5","23","4th Week","5","Q2","2015"
"T04907","2015-03-23","3","23","4th Week","3","Q1","2015"
"T04908","2021-02-25","7","25","4th Week","2","Q1","2021"
"T04909","2017-08-17","7","17","3rd Week","8","Q3","2017"
"T04910","2018-03-02","15","2","1st Week","3","Q1","2018"
"T04911","2019-07-05","7","5","1st Week","7","Q3","2019"
"T04912","2019-01-09","2","9","2nd Week","1","Q1","2019"
"T04913","2016-09-22","4","22","4th Week","9","Q3","2016"
"T04914","2017-03-25","0","25","4th Week","3","Q1","2017"
"T04915","2018-09-29","0","29","4th Week","9","Q3","2018"
"T04916","2017-04-05","19","5","1st Week","4","Q2","2017"
"T04917","2019-12-19","9","19","3rd Week","12","Q4","2019"
"T04918","2021-02-26","20","26","4th Week","2","Q1","2021"
"T04919","2021-09-20","20","20","3rd Week","9","Q3","2021"
"T04920","2018-10-10","13","10","2nd Week","10","Q4","2018"
"T04921","2017-08-28","11","28","4th Week","8","Q3","2017"
"T04922","2015-05-28","18","28","4th Week","5","Q2","2015"
"T04923","2022-03-09","14","9","2nd Week","3","Q1","2022"
"T04924","2018-10-10","7","10","2nd Week","10","Q4","2018"
"T04925","2019-01-19","4","19","3rd Week","1","Q1","2019"
"T04926","2014-05-15","19","15","3rd Week","5","Q2","2014"
"T04927","2018-01-27","15","27","4th Week","1","Q1","2018"
"T04928","2021-08-17","8","17","3rd Week","8","Q3","2021"
"T04929","2016-09-09","16","9","2nd Week","9","Q3","2016"
"T04930","2021-05-06","15","6","1st Week","5","Q2","2021"
"T04931","2021-04-01","0","1","1st Week","4","Q2","2021"
"T04932","2018-08-23","11","23","4th Week","8","Q3","2018"
"T04933","2021-12-06","23","6","1st Week","12","Q4","2021"
"T04934","2020-05-03","15","3","1st Week","5","Q2","2020"
"T04935","2022-07-08","23","8","2nd Week","7","Q3","2022"
"T04936","2021-12-16","20","16","3rd Week","12","Q4","2021"
"T04937","2022-08-12","19","12","2nd Week","8","Q3","2022"
"T04938","2015-10-25","10","25","4th Week","10","Q4","2015"
"T04939","2021-09-20","7","20","3rd Week","9","Q3","2021"
"T04940","2019-10-27","4","27","4th Week","10","Q4","2019"
"T04941","2015-09-29","3","29","4th Week","9","Q3","2015"
"T04942","2015-08-14","23","14","2nd Week","8","Q3","2015"
"T04943","2014-08-21","20","21","3rd Week","8","Q3","2014"
"T04944","2022-06-28","8","28","4th Week","6","Q2","2022"
"T04945","2017-02-02","21","2","1st Week","2","Q1","2017"
"T04946","2018-09-04","20","4","1st Week","9","Q3","2018"
"T04947","2019-07-04","7","4","1st Week","7","Q3","2019"
"T04948","2020-08-26","18","26","4th Week","8","Q3","2020"
"T04949","2016-07-19","4","19","3rd Week","7","Q3","2016"
"T04950","2021-11-02","3","2","1st Week","11","Q4","2021"
"T04951","2016-10-21","16","21","3rd Week","10","Q4","2016"
"T04952","2019-06-09","11","9","2nd Week","6","Q2","2019"
"T04953","2015-03-01","20","1","1st Week","3","Q1","2015"
"T04954","2017-11-17","14","17","3rd Week","11","Q4","2017"
"T04955","2015-04-28","14","28","4th Week","4","Q2","2015"
"T04956","2014-04-12","20","12","2nd Week","4","Q2","2014"
"T04957","2018-08-03","16","3","1st Week","8","Q3","2018"
"T04958","2018-10-25","16","25","4th Week","10","Q4","2018"
"T04959","2021-09-21","7","21","3rd Week","9","Q3","2021"
"T04960","2014-08-14","16","14","2nd Week","8","Q3","2014"
"T04961","2015-06-26","13","26","4th Week","6","Q2","2015"
"T04962","2021-09-27","3","27","4th Week","9","Q3","2021"
"T04963","2020-02-15","6","15","3rd Week","2","Q1","2020"
"T04964","2020-01-17","10","17","3rd Week","1","Q1","2020"
"T04965","2016-03-06","13","6","1st Week","3","Q1","2016"
"T04966","2019-10-22","8","22","4th Week","10","Q4","2019"
"T04967","2015-11-21","10","21","3rd Week","11","Q4","2015"
"T04968","2015-08-26","17","26","4th Week","8","Q3","2015"
"T04969","2015-01-25","7","25","4th Week","1","Q1","2015"
"T04970","2017-10-10","23","10","2nd Week","10","Q4","2017"
"T04971","2018-05-03","23","3","1st Week","5","Q2","2018"
"T04972","2014-10-27","19","27","4th Week","10","Q4","2014"
"T04973","2016-02-26","7","26","4th Week","2","Q1","2016"
"T04974","2021-08-24","1","24","4th Week","8","Q3","2021"
"T04975","2016-11-07","6","7","1st Week","11","Q4","2016"
"T04976","2017-05-19","13","19","3rd Week","5","Q2","2017"
"T04977","2018-08-09","10","9","2nd Week","8","Q3","2018"
"T04978","2022-09-11","7","11","2nd Week","9","Q3","2022"
"T04979","2019-09-02","5","2","1st Week","9","Q3","2019"
"T04980","2020-02-16","18","16","3rd Week","2","Q1","2020"
"T04981","2020-04-06","1","6","1st Week","4","Q2","2020"
"T04982","2017-12-03","1","3","1st Week","12","Q4","2017"
"T04983","2015-09-27","6","27","4th Week","9","Q3","2015"
"T04984","2018-01-28","21","28","4th Week","1","Q1","2018"
"T04985","2022-03-26","14","26","4th Week","3","Q1","2022"
"T04986","2019-06-24","22","24","4th Week","6","Q2","2019"
"T04987","2017-08-17","15","17","3rd Week","8","Q3","2017"
"T04988","2020-10-02","20","2","1st Week","10","Q4","2020"
"T04989","2022-07-26","4","26","4th Week","7","Q3","2022"
"T04990","2022-02-20","5","20","3rd Week","2","Q1","2022"
"T04991","2016-04-02","19","2","1st Week","4","Q2","2016"
"T04992","2022-04-03","0","3","1st Week","4","Q2","2022"
"T04993","2015-11-05","14","5","1st Week","11","Q4","2015"
"T04994","2018-05-02","21","2","1st Week","5","Q2","2018"
"T04995","2022-05-09","5","9","2nd Week","5","Q2","2022"
"T04996","2020-04-05","15","5","1st Week","4","Q2","2020"
"T04997","2022-04-02","14","2","1st Week","4","Q2","2022"
"T04998","2015-07-18","23","18","3rd Week","7","Q3","2015"
"T04999","2017-08-21","23","21","3rd Week","8","Q3","2017"
"T05000","2016-04-19","13","19","3rd Week","4","Q2","2016"
"T05001","2014-03-09","6","9","2nd Week","3","Q1","2014"
"T05002","2022-09-09","12","9","2nd Week","9","Q3","2022"
"T05003","2022-03-25","22","25","4th Week","3","Q1","2022"
"T05004","2018-12-05","13","5","1st Week","12","Q4","2018"
"T05005","2021-05-25","4","25","4th Week","5","Q2","2021"
"T05006","2022-05-22","18","22","4th Week","5","Q2","2022"
"T05007","2020-07-26","5","26","4th Week","7","Q3","2020"
"T05008","2015-03-19","13","19","3rd Week","3","Q1","2015"
"T05009","2016-03-20","11","20","3rd Week","3","Q1","2016"
"T05010","2019-12-04","13","4","1st Week","12","Q4","2019"
"T05011","2021-11-04","12","4","1st Week","11","Q4","2021"
"T05012","2021-07-07","1","7","1st Week","7","Q3","2021"
"T05013","2015-09-13","8","13","2nd Week","9","Q3","2015"
"T05014","2015-02-21","12","21","3rd Week","2","Q1","2015"
"T05015","2018-07-24","1","24","4th Week","7","Q3","2018"
"T05016","2020-01-22","8","22","4th Week","1","Q1","2020"
"T05017","2017-09-12","1","12","2nd Week","9","Q3","2017"
"T05018","2016-04-28","10","28","4th Week","4","Q2","2016"
"T05019","2014-08-22","18","22","4th Week","8","Q3","2014"
"T05020","2022-09-23","7","23","4th Week","9","Q3","2022"
"T05021","2017-06-18","8","18","3rd Week","6","Q2","2017"
"T05022","2015-02-19","21","19","3rd Week","2","Q1","2015"
"T05023","2014-09-07","3","7","1st Week","9","Q3","2014"
"T05024","2018-05-27","10","27","4th Week","5","Q2","2018"
"T05025","2021-08-01","15","1","1st Week","8","Q3","2021"
"T05026","2020-02-08","1","8","2nd Week","2","Q1","2020"
"T05027","2014-09-08","7","8","2nd Week","9","Q3","2014"
"T05028","2021-07-29","21","29","4th Week","7","Q3","2021"
"T05029","2019-12-19","18","19","3rd Week","12","Q4","2019"
"T05030","2016-09-26","3","26","4th Week","9","Q3","2016"
"T05031","2017-09-27","7","27","4th Week","9","Q3","2017"
"T05032","2018-05-06","3","6","1st Week","5","Q2","2018"
"T05033","2022-07-09","11","9","2nd Week","7","Q3","2022"
"T05034","2017-08-31","19","31","4th Week","8","Q3","2017"
"T05035","2022-03-28","15","28","4th Week","3","Q1","2022"
"T05036","2022-04-06","18","6","1st Week","4","Q2","2022"
"T05037","2014-05-15","4","15","3rd Week","5","Q2","2014"
"T05038","2021-04-13","6","13","2nd Week","4","Q2","2021"
"T05039","2020-03-01","5","1","1st Week","3","Q1","2020"
"T05040","2016-12-03","7","3","1st Week","12","Q4","2016"
"T05041","2014-09-13","20","13","2nd Week","9","Q3","2014"
"T05042","2017-08-25","16","25","4th Week","8","Q3","2017"
"T05043","2020-01-28","12","28","4th Week","1","Q1","2020"
"T05044","2022-06-13","10","13","2nd Week","6","Q2","2022"
"T05045","2021-03-09","3","9","2nd Week","3","Q1","2021"
"T05046","2021-01-30","19","30","4th Week","1","Q1","2021"
"T05047","2020-01-06","5","6","1st Week","1","Q1","2020"
"T05048","2015-08-21","11","21","3rd Week","8","Q3","2015"
"T05049","2021-05-21","19","21","3rd Week","5","Q2","2021"
"T05050","2015-11-08","16","8","2nd Week","11","Q4","2015"
"T05051","2017-03-11","21","11","2nd Week","3","Q1","2017"
"T05052","2020-05-14","12","14","2nd Week","5","Q2","2020"
"T05053","2015-03-09","20","9","2nd Week","3","Q1","2015"
"T05054","2021-11-12","1","12","2nd Week","11","Q4","2021"
"T05055","2016-12-26","7","26","4th Week","12","Q4","2016"
"T05056","2014-06-14","9","14","2nd Week","6","Q2","2014"
"T05057","2018-04-27","3","27","4th Week","4","Q2","2018"
"T05058","2016-08-23","1","23","4th Week","8","Q3","2016"
"T05059","2021-05-22","3","22","4th Week","5","Q2","2021"
"T05060","2019-11-04","16","4","1st Week","11","Q4","2019"
"T05061","2022-05-18","15","18","3rd Week","5","Q2","2022"
"T05062","2016-12-29","13","29","4th Week","12","Q4","2016"
"T05063","2020-07-09","5","9","2nd Week","7","Q3","2020"
"T05064","2014-07-28","12","28","4th Week","7","Q3","2014"
"T05065","2016-08-26","22","26","4th Week","8","Q3","2016"
"T05066","2015-07-01","1","1","1st Week","7","Q3","2015"
"T05067","2016-10-09","19","9","2nd Week","10","Q4","2016"
"T05068","2018-04-17","20","17","3rd Week","4","Q2","2018"
"T05069","2021-04-08","18","8","2nd Week","4","Q2","2021"
"T05070","2018-06-30","4","30","4th Week","6","Q2","2018"
"T05071","2021-12-30","12","30","4th Week","12","Q4","2021"
"T05072","2022-03-08","9","8","2nd Week","3","Q1","2022"
"T05073","2019-07-19","6","19","3rd Week","7","Q3","2019"
"T05074","2017-10-26","2","26","4th Week","10","Q4","2017"
"T05075","2021-02-12","19","12","2nd Week","2","Q1","2021"
"T05076","2015-02-03","16","3","1st Week","2","Q1","2015"
"T05077","2017-11-10","14","10","2nd Week","11","Q4","2017"
"T05078","2014-11-02","18","2","1st Week","11","Q4","2014"
"T05079","2022-02-15","0","15","3rd Week","2","Q1","2022"
"T05080","2019-02-12","0","12","2nd Week","2","Q1","2019"
"T05081","2016-06-28","18","28","4th Week","6","Q2","2016"
"T05082","2014-04-07","19","7","1st Week","4","Q2","2014"
"T05083","2020-06-23","6","23","4th Week","6","Q2","2020"
"T05084","2021-10-08","5","8","2nd Week","10","Q4","2021"
"T05085","2021-10-02","6","2","1st Week","10","Q4","2021"
"T05086","2017-11-28","8","28","4th Week","11","Q4","2017"
"T05087","2021-04-05","19","5","1st Week","4","Q2","2021"
"T05088","2022-10-21","3","21","3rd Week","10","Q4","2022"
"T05089","2022-07-05","14","5","1st Week","7","Q3","2022"
"T05090","2017-11-27","4","27","4th Week","11","Q4","2017"
"T05091","2019-03-13","8","13","2nd Week","3","Q1","2019"
"T05092","2014-08-02","9","2","1st Week","8","Q3","2014"
"T05093","2015-06-15","14","15","3rd Week","6","Q2","2015"
"T05094","2016-07-17","2","17","3rd Week","7","Q3","2016"
"T05095","2018-01-19","22","19","3rd Week","1","Q1","2018"
"T05096","2018-11-05","22","5","1st Week","11","Q4","2018"
"T05097","2022-07-27","6","27","4th Week","7","Q3","2022"
"T05098","2015-06-27","23","27","4th Week","6","Q2","2015"
"T05099","2021-06-14","10","14","2nd Week","6","Q2","2021"
"T05100","2016-05-30","5","30","4th Week","5","Q2","2016"
"T05101","2018-12-24","9","24","4th Week","12","Q4","2018"
"T05102","2021-05-27","11","27","4th Week","5","Q2","2021"
"T05103","2017-01-23","17","23","4th Week","1","Q1","2017"
"T05104","2018-11-15","0","15","3rd Week","11","Q4","2018"
"T05105","2018-03-13","5","13","2nd Week","3","Q1","2018"
"T05106","2016-07-01","3","1","1st Week","7","Q3","2016"
"T05107","2018-11-06","4","6","1st Week","11","Q4","2018"
"T05108","2017-06-28","10","28","4th Week","6","Q2","2017"
"T05109","2017-10-14","6","14","2nd Week","10","Q4","2017"
"T05110","2014-04-30","10","30","4th Week","4","Q2","2014"
"T05111","2016-08-11","16","11","2nd Week","8","Q3","2016"
"T05112","2015-02-13","12","13","2nd Week","2","Q1","2015"
"T05113","2021-03-24","9","24","4th Week","3","Q1","2021"
"T05114","2020-09-24","0","24","4th Week","9","Q3","2020"
"T05115","2020-05-28","5","28","4th Week","5","Q2","2020"
"T05116","2017-05-10","14","10","2nd Week","5","Q2","2017"
