"item_key","payment_key","customer_key","time_key","store_key","quantity","unit","unit_price","total_price"
"I00221","P020","C000942","T03223","S0006","30","ct","14.0","420.0"
"I00044","P001","C000828","T03213","S0010","2","cans","8.0","16.0"
"I00219","P006","C000041","T00701","S0029","16","ct","22.0","352.0"
"I00062","P006","C000641","T03530","S0035","3","cans","37.0","111.0"
"I00123","P012","C000839","T08659","S0030","43","ct","45.0","1935.0"
"I00219","P036","C000227","T09532","S0009","2","ct","22.0","44.0"
"I00027","P020","C001542","T05484","S0031","33","cans","16.25","536.25"
"I00227","P016","C000211","T06390","S0038","2","pk","15.0","30.0"
"I00173","P026","C000806","T09165","S0038","80","ct","19.0","1520.0"
"I00121","P036","C001181","T00595","S0030","4019","ct","17.0","68323.0"
"I00020","P033","C000827","T08413","S0027","8","cans","6.75","54.0"
"I00152","P010","C000236","T04934","S0031","21","bags","15.0","315.0"
"I00248","P034","C000432","T08229","S0017","22","rolls","26.0","572.0"
"I00109","P020","C001812","T01459","S0043","14","oz","17.0","238.0"
"I00119","P031","C000866","T03872","S0038","83","ct","53.0","4399.0"
"I00200","P028","C001647","T02355","S0022","9","bars","20.0","180.0"
"I00257","P007","C001494","T09883","S0030","68","ct","21.0","1428.0"
"I00094","P013","C001785","T09711","S0016","2","bottles","11.0","22.0"
"I00172","P025","C001526","T00706","S0017","47","oz","19.0","893.0"
"I00264","P029","C000254","T02952","S0036","47","ct","15.0","705.0"
"I00262","P021","C001328","T08662","S0030","77","ct","14.0","1078.0"
"I00156","P019","C001613","T07960","S0025","1","bags","17.0","17.0"
"I00084","P016","C001313","T05994","S0027","11","bottles","18.0","198.0"
"I00073","P011","C000006","T04802","S0016","22","bottles","20.0","440.0"
"I00077","P038","C000550","T01524","S0006","11","cans","6.75","74.25"
"I00054","P018","C001772","T08215","S0038","15","cans","40.0","600.0"
"I00037","P030","C000258","T04664","S0036","12","cans","16.0","192.0"
"I00171","P035","C000287","T03330","S0014","167","ct","16.0","2672.0"
"I00181","P029","C000100","T01608","S0021","26","ct","26.0","676.0"
"I00233","P013","C001003","T05750","S0026","9","ct","12.0","108.0"
"I00070","P033","C000272","T00758","S0043","23","bottles","17.5","402.5"
"I00175","P026","C000277","T05441","S0008","16","oz","19.0","304.0"
"I00116","P015","C000452","T03712","S0010","61","ct","48.0","2928.0"
"I00232","P033","C000680","T07244","S0011","30","ct","12.0","360.0"
"I00197","P015","C000413","T06416","S0034","31","bars","15.0","465.0"
"I00090","P014","C000842","T06931","S0037","3","bottles","9.0","27.0"
"I00067","P013","C001562","T07956","S0013","10","bottles","8.0","80.0"
"I00210","P028","C000740","T06404","S0009","49","ct","15.0","735.0"
"I00089","P022","C001736","T01340","S0019","4","bottles","9.0","36.0"
"I00112","P022","C001069","T06536","S0038","27","ct","14.0","378.0"
"I00016","P011","C000587","T04918","S0033","12","cans","16.25","195.0"
"I00138","P030","C001779","T02601","S0024","875","ct","32.0","28000.0"
"I00026","P021","C000359","T03812","S0030","5","cans","6.75","33.75"
"I00172","P013","C000788","T09963","S0008","50","oz","19.0","950.0"
"I00163","P036","C000466","T02523","S0015","5","bags","15.0","75.0"
"I00112","P013","C000935","T06666","S0034","46","ct","14.0","644.0"
"I00015","P029","C000777","T09096","S0018","9","cans","6.75","60.75"
"I00024","P036","C000214","T02126","S0028","27","cans","16.25","438.75"
"I00073","P017","C000634","T02238","S0002","18","bottles","20.0","360.0"
"I00204","P014","C000060","T07841","S0034","2","ct","17.0","34.0"
"I00054","P035","C001182","T04171","S0012","19","cans","40.0","760.0"
"I00264","P024","C000536","T09153","S0033","3","ct","15.0","45.0"
"I00060","P036","C001085","T07106","S0025","9","bottles","22.0","198.0"
"I00094","P009","C000586","T06893","S0032","39","bottles","11.0","429.0"
"I00145","P006","C001257","T00012","S0004","283","ct","17.0","4811.0"
"I00062","P035","C000221","T02749","S0021","11","cans","37.0","407.0"
"I00002","P003","C001193","T08935","S0014","5","cans","6.75","33.75"
"I00121","P038","C000656","T07077","S0018","2525","ct","17.0","42925.0"
"I00121","P029","C000681","T09084","S0026","4589","ct","17.0","78013.0"
"I00078","P001","C000381","T04017","S0036","5","bottles","17.0","85.0"
"I00145","P005","C000231","T00727","S0039","9","ct","17.0","153.0"
"I00140","P032","C001636","T00924","S0016","262","ct","29.0","7598.0"
"I00039","P032","C001114","T04957","S0042","8","bottles","26.0","208.0"
"I00141","P007","C001970","T00119","S0017","118","ct","18.0","2124.0"
"I00119","P020","C001442","T01084","S0009","89","ct","53.0","4717.0"
"I00120","P009","C001304","T05702","S0032","1","ct","9.0","9.0"
"I00099","P025","C001399","T08254","S0004","4","oz","6.0","24.0"
"I00086","P024","C000636","T03612","S0015","16","cans","18.0","288.0"
"I00169","P022","C001198","T02905","S0035","19","ct","17.0","323.0"
"I00008","P005","C000935","T08667","S0032","18","cans","16.25","292.5"
"I00144","P006","C001653","T05558","S0021","174","ct","20.0","3480.0"
"I00076","P022","C000971","T04131","S0027","9","cans","6.75","60.75"
"I00179","P037","C001701","T06061","S0011","102","ct","19.0","1938.0"
"I00115","P001","C001701","T05644","S0043","52","ct","53.0","2756.0"
"I00058","P005","C001166","T05420","S0004","3","bottles","22.0","66.0"
"I00082","P026","C000590","T07180","S0016","31","ct","15.0","465.0"
"I00187","P032","C001323","T08405","S0005","16","ct","13.0","208.0"
"I00036","P013","C000254","T03594","S0019","1","cans","16.0","16.0"
"I00007","P002","C000144","T07003","S0041","10","cans","6.75","67.5"
"I00090","P028","C000185","T07071","S0031","9","bottles","9.0","81.0"
"I00211","P022","C000079","T08010","S0016","9","ct","15.0","135.0"
"I00256","P039","C001183","T01057","S0035","4","pack","20.0","80.0"
"I00211","P016","C001889","T09764","S0025","9","ct","15.0","135.0"
"I00216","P021","C001492","T08594","S0044","5","ct","16.5","82.5"
"I00151","P025","C001449","T02706","S0032","10","bags","17.0","170.0"
"I00089","P034","C001262","T09972","S0014","14","bottles","9.0","126.0"
"I00107","P023","C001843","T09193","S0038","15","oz","20.0","300.0"
"I00207","P011","C000903","T05773","S0010","33","ct","14.0","462.0"
"I00152","P005","C000100","T04252","S0023","18","bags","15.0","270.0"
"I00150","P034","C001138","T08210","S0001","18","bags","16.0","288.0"
"I00174","P011","C000861","T04402","S0032","9","oz","18.0","162.0"
"I00204","P019","C000770","T08516","S0042","7","ct","17.0","119.0"
"I00005","P019","C000212","T02974","S0015","5","cans","6.75","33.75"
"I00107","P021","C001418","T07103","S0009","32","oz","20.0","640.0"
"I00111","P031","C000445","T07422","S0034","10","ct","16.0","160.0"
"I00252","P038","C000283","T03755","S0040","3","ct","11.0","33.0"
"I00202","P025","C000712","T02028","S0031","5","ct","12.0","60.0"
"I00068","P024","C000595","T01629","S0031","18","bottles","20.0","360.0"
"I00108","P022","C000513","T05303","S0030","7","oz","15.0","105.0"
"I00128","P020","C001371","T05111","S0042","157","pk","16.0","2512.0"
"I00138","P026","C000424","T01426","S0001","451","ct","32.0","14432.0"
"I00224","P010","C000018","T07327","S0042","17","oz","11.0","187.0"
"I00138","P013","C000022","T08936","S0027","36","ct","32.0","1152.0"
"I00003","P038","C001038","T07460","S0039","8","cans","6.75","54.0"
"I00198","P007","C001678","T03880","S0040","17","ct","12.0","204.0"
"I00098","P014","C000950","T06286","S0018","41","oz","10.0","410.0"
"I00261","P024","C001277","T08751","S0029","7","ct","33.0","231.0"
"I00228","P027","C000630","T07004","S0009","33","pk","14.0","462.0"
"I00244","P003","C001589","T06475","S0016","3","oz","18.0","54.0"
"I00015","P008","C000817","T09574","S0029","4","cans","6.75","27.0"
"I00010","P030","C001263","T05206","S0013","4","cans","6.75","27.0"
"I00085","P008","C001820","T01483","S0032","3","bottles","18.0","54.0"
"I00182","P023","C000628","T08986","S0010","39","oz","15.0","585.0"
"I00075","P025","C000495","T04071","S0010","14","cans","15.5","217.0"
"I00025","P024","C000552","T04381","S0024","22","cans","11.5","253.0"
"I00045","P011","C001785","T05444","S0001","6","cans","8.0","48.0"
"I00064","P003","C000233","T06961","S0028","17","cans","40.0","680.0"
"I00107","P012","C000351","T08808","S0013","13","oz","20.0","260.0"
"I00014","P016","C000527","T03113","S0006","3","cans","6.75","20.25"
"I00079","P022","C001402","T03389","S0005","13","bottles","17.0","221.0"
"I00184","P021","C001247","T03421","S0031","473","ct","12.0","5676.0"
"I00066","P021","C001951","T08111","S0010","20","bottles","20.0","400.0"
"I00042","P038","C001673","T09357","S0026","22","bottles","28.0","616.0"
"I00152","P006","C001389","T09394","S0002","8","bags","15.0","120.0"
"I00065","P019","C001642","T05040","S0019","16","bottles","20.0","320.0"
"I00253","P022","C000056","T02741","S0010","13","bags","21.0","273.0"
"I00131","P033","C000914","T07816","S0026","113","ct","14.0","1582.0"
"I00197","P014","C001919","T08883","S0011","17","bars","15.0","255.0"
"I00140","P016","C001654","T09737","S0027","298","ct","29.0","8642.0"
"I00169","P001","C000620","T01404","S0012","1","ct","17.0","17.0"
"I00111","P014","C001443","T04930","S0043","15","ct","16.0","240.0"
"I00031","P039","C001720","T08112","S0031","23","cans","16.0","368.0"
"I00229","P029","C001411","T02285","S0022","3","ct","13.0","39.0"
"I00054","P011","C001486","T08419","S0003","9","cans","40.0","360.0"
"I00192","P024","C000584","T06294","S0039","7","ct","24.0","168.0"
"I00126","P025","C001039","T04167","S0019","543","ct","25.0","13575.0"
"I00251","P021","C001298","T08398","S0017","53","oz","13.0","689.0"
"I00227","P015","C000272","T03014","S0010","18","pk","15.0","270.0"
"I00039","P024","C001918","T00183","S0039","5","bottles","26.0","130.0"
"I00122","P035","C001668","T05474","S0024","471","ct","15.0","7065.0"
"I00169","P012","C001816","T05769","S0022","26","ct","17.0","442.0"
"I00079","P015","C001908","T04713","S0002","8","bottles","17.0","136.0"
"I00071","P036","C001225","T08842","S0032","20","bottles","17.5","350.0"
"I00260","P027","C000222","T06701","S0005","1047","ct","15.0","15705.0"
"I00032","P034","C000658","T06111","S0042","18","cans","16.0","288.0"
"I00249","P002","C001977","T06200","S0015","2","pack","16.0","32.0"
"I00047","P016","C001787","T09185","S0032","10","cans","8.0","80.0"
"I00144","P029","C001415","T00787","S0026","102","ct","20.0","2040.0"
"I00099","P009","C000447","T09367","S0029","27","oz","6.0","162.0"
"I00063","P013","C000219","T02304","S0033","12","cans","40.0","480.0"
"I00042","P031","C001945","T01817","S0018","11","bottles","28.0","308.0"
"I00196","P029","C000914","T00953","S0030","10","ct","16.0","160.0"
"I00092","P016","C001739","T05951","S0035","23","bottles","10.0","230.0"
"I00089","P031","C001504","T06158","S0015","16","bottles","9.0","144.0"
"I00199","P014","C000880","T05027","S0030","5","ct","15.0","75.0"
"I00237","P010","C001605","T07535","S0028","20","ct","16.0","320.0"
"I00039","P015","C001016","T09519","S0038","1","bottles","26.0","26.0"
"I00235","P018","C000042","T03906","S0027","27","ct","14.0","378.0"
"I00182","P018","C000485","T00837","S0024","36","oz","15.0","540.0"
"I00174","P030","C000092","T08096","S0003","23","oz","18.0","414.0"
"I00135","P010","C000389","T04216","S0008","27","ct","14.0","378.0"
"I00024","P013","C001174","T07690","S0004","32","cans","16.25","520.0"
"I00108","P018","C000299","T03328","S0036","1","oz","15.0","15.0"
"I00044","P036","C001417","T03714","S0018","6","cans","8.0","48.0"
"I00123","P006","C001087","T01079","S0024","63","ct","45.0","2835.0"
"I00197","P019","C000976","T09026","S0026","6","bars","15.0","90.0"
"I00048","P038","C001749","T01867","S0004","1","cans","8.0","8.0"
"I00009","P025","C000161","T01504","S0002","17","cans","16.25","276.25"
"I00018","P039","C001720","T09777","S0021","5","cans","6.75","33.75"
"I00262","P008","C001396","T09203","S0036","149","ct","14.0","2086.0"
"I00095","P019","C000445","T06992","S0022","8","botlltes","16.0","128.0"
"I00054","P027","C000595","T01676","S0037","17","cans","40.0","680.0"
"I00014","P033","C001022","T01692","S0006","2","cans","6.75","13.5"
"I00007","P018","C000898","T01637","S0004","10","cans","6.75","67.5"
"I00014","P009","C001662","T00242","S0040","1","cans","6.75","6.75"
"I00160","P008","C001958","T04343","S0014","27","bags","17.0","459.0"
"I00176","P006","C001355","T06248","S0012","22","ct","19.0","418.0"
"I00128","P001","C000219","T03516","S0043","1298","pk","16.0","20768.0"
"I00096","P017","C000850","T08556","S0019","9","bottles","20.0","180.0"
"I00016","P006","C001891","T07620","S0038","2","cans","16.25","32.5"
"I00038","P039","C000167","T07127","S0038","18","bottles","23.0","414.0"
"I00238","P018","C000588","T04063","S0005","39","ct","12.0","468.0"
"I00200","P014","C001509","T05270","S0034","11","bars","20.0","220.0"
"I00181","P011","C001871","T04621","S0004","8","ct","26.0","208.0"
"I00083","P028","C001251","T08887","S0038","1","bottles","14.0","14.0"
"I00223","P035","C000956","T02380","S0038","38","ct","13.5","513.0"
"I00088","P014","C000849","T02428","S0024","4","bottles","17.0","68.0"
"I00220","P001","C000441","T06399","S0028","36","ct","14.0","504.0"
"I00153","P003","C000432","T05249","S0005","34","bags","15.0","510.0"
"I00103","P013","C000684","T03935","S0017","84","tubs","15.0","1260.0"
"I00211","P001","C000376","T02927","S0004","8","ct","15.0","120.0"
"I00237","P003","C001820","T04853","S0009","11","ct","16.0","176.0"
"I00155","P009","C000260","T01267","S0015","36","bags","17.0","612.0"
"I00262","P028","C000088","T01856","S0007","343","ct","14.0","4802.0"
"I00006","P017","C001683","T01614","S0020","12","cans","16.25","195.0"
"I00052","P036","C001062","T00192","S0003","22","cans","40.0","880.0"
"I00234","P009","C000236","T02260","S0008","2","ct","13.0","26.0"
"I00206","P012","C001760","T08705","S0023","27","ct","15.0","405.0"
"I00174","P005","C001792","T04472","S0018","15","oz","18.0","270.0"
"I00185","P029","C001704","T01772","S0030","18","ct","14.0","252.0"
"I00053","P036","C001446","T06778","S0023","11","cans","40.0","440.0"
"I00009","P010","C000206","T03008","S0017","31","cans","16.25","503.75"
"I00235","P027","C000797","T09275","S0035","9","ct","14.0","126.0"
"I00121","P027","C001907","T07429","S0025","13","ct","17.0","221.0"
"I00008","P018","C000915","T09848","S0021","15","cans","16.25","243.75"
"I00016","P001","C001385","T00937","S0010","17","cans","16.25","276.25"
"I00149","P025","C000223","T07815","S0019","170","ct","15.0","2550.0"
"I00087","P022","C001636","T00959","S0032","9","bottles","15.0","135.0"
"I00006","P006","C001504","T08082","S0007","24","cans","16.25","390.0"
"I00184","P004","C000391","T02094","S0016","137","ct","12.0","1644.0"
"I00196","P011","C000677","T01743","S0038","29","ct","16.0","464.0"
"I00066","P004","C000745","T01878","S0037","11","bottles","20.0","220.0"
"I00174","P011","C000418","T02120","S0012","19","oz","18.0","342.0"
"I00200","P007","C001746","T02110","S0019","5","bars","20.0","100.0"
"I00134","P039","C001945","T03246","S0015","55","ct","16.0","880.0"
"I00058","P010","C001630","T06798","S0031","8","bottles","22.0","176.0"
"I00101","P005","C000015","T03532","S0011","57","tubs","15.0","855.0"
"I00057","P035","C001507","T07887","S0026","1","bottles","24.0","24.0"
"I00044","P024","C001992","T05702","S0036","1","cans","8.0","8.0"
"I00145","P009","C001784","T08136","S0001","103","ct","17.0","1751.0"
"I00181","P010","C000639","T07253","S0015","6","ct","26.0","156.0"
"I00139","P018","C001494","T01060","S0038","332","ct","24.0","7968.0"
"I00225","P034","C000809","T05083","S0038","16","ct","17.0","272.0"
"I00134","P009","C001523","T05483","S0026","245","ct","16.0","3920.0"
"I00209","P013","C001577","T05636","S0004","1","ct","13.0","13.0"
"I00011","P017","C000319","T08976","S0011","10","cans","6.75","67.5"
"I00127","P039","C000003","T09949","S0015","186","pk","12.5","2325.0"
"I00070","P013","C000970","T04826","S0025","26","bottles","17.5","455.0"
"I00013","P023","C001474","T08782","S0033","11","cans","6.75","74.25"
"I00179","P007","C000775","T02531","S0008","48","ct","19.0","912.0"
"I00254","P017","C001162","T09823","S0040","65","oz","13.0","845.0"
"I00144","P007","C000507","T08133","S0041","188","ct","20.0","3760.0"
"I00128","P015","C000453","T09288","S0033","1288","pk","16.0","20608.0"
"I00115","P005","C001863","T02047","S0017","94","ct","53.0","4982.0"
"I00128","P034","C000389","T08271","S0032","907","pk","16.0","14512.0"
"I00072","P011","C001520","T00912","S0035","6","bottles","20.0","120.0"
"I00164","P003","C000199","T07534","S0010","28","ct","16.0","448.0"
"I00234","P033","C000579","T01168","S0021","4","ct","13.0","52.0"
"I00099","P007","C000649","T00247","S0002","16","oz","6.0","96.0"
"I00215","P030","C001513","T02097","S0013","5","ct","14.0","70.0"
"I00109","P035","C001553","T08031","S0018","34","oz","17.0","578.0"
"I00199","P012","C001688","T00799","S0027","2","ct","15.0","30.0"
"I00207","P028","C001959","T01344","S0003","35","ct","14.0","490.0"
"I00164","P021","C001050","T03922","S0027","42","ct","16.0","672.0"
"I00244","P029","C000728","T04023","S0028","157","oz","18.0","2826.0"
"I00245","P004","C000803","T02545","S0044","6","rolls","26.0","156.0"
"I00138","P027","C001076","T02351","S0003","807","ct","32.0","25824.0"
"I00088","P008","C001664","T07429","S0017","18","bottles","17.0","306.0"
"I00205","P016","C000793","T08597","S0041","30","ct","16.0","480.0"
"I00043","P005","C001124","T08555","S0034","17","bottles","24.0","408.0"
"I00018","P034","C001045","T07238","S0023","7","cans","6.75","47.25"
"I00041","P019","C001992","T06396","S0003","13","bottles","23.0","299.0"
"I00161","P003","C001041","T02789","S0011","19","Bags","17.0","323.0"
"I00139","P034","C000403","T05873","S0002","420","ct","24.0","10080.0"
"I00215","P020","C000406","T00962","S0016","3","ct","14.0","42.0"
"I00093","P034","C001550","T00783","S0006","7","bottles","13.0","91.0"
"I00117","P023","C000807","T05772","S0043","68","ct","46.0","3128.0"
"I00182","P019","C000964","T01174","S0029","5","oz","15.0","75.0"
"I00009","P038","C000021","T03301","S0022","33","cans","16.25","536.25"
"I00040","P007","C001836","T01104","S0005","7","bottles","22.0","154.0"
"I00050","P028","C001886","T03341","S0044","1","cans","8.0","8.0"
"I00202","P008","C001897","T04315","S0003","1","ct","12.0","12.0"
"I00104","P003","C000056","T05597","S0031","5","ct","14.0","70.0"
"I00186","P028","C001503","T00977","S0035","8","ct","13.0","104.0"
"I00021","P002","C001093","T00242","S0001","9","cans","6.75","60.75"
"I00072","P008","C001385","T00834","S0038","16","bottles","20.0","320.0"
"I00257","P029","C000076","T05150","S0010","55","ct","21.0","1155.0"
"I00086","P034","C001849","T04761","S0021","2","cans","18.0","36.0"
"I00153","P025","C001559","T02645","S0042","44","bags","15.0","660.0"
"I00137","P001","C001811","T07776","S0031","281","ct","24.0","6744.0"
"I00048","P004","C001740","T06724","S0018","5","cans","8.0","40.0"
"I00083","P026","C000258","T03736","S0021","8","bottles","14.0","112.0"
"I00014","P032","C000063","T03820","S0002","7","cans","6.75","47.25"
"I00114","P031","C001970","T07874","S0041","54","ct","44.0","2376.0"
"I00199","P015","C001686","T09344","S0004","21","ct","15.0","315.0"
"I00141","P009","C000045","T07045","S0008","125","ct","18.0","2250.0"
"I00103","P001","C000266","T09884","S0036","45","tubs","15.0","675.0"
"I00132","P034","C001311","T06551","S0029","60","ct","14.0","840.0"
"I00160","P027","C001907","T00303","S0009","24","bags","17.0","408.0"
"I00139","P026","C001714","T09504","S0040","51","ct","24.0","1224.0"
"I00211","P001","C001898","T09189","S0024","3","ct","15.0","45.0"
"I00249","P034","C001328","T06567","S0034","2","pack","16.0","32.0"
"I00202","P005","C000281","T08819","S0044","4","ct","12.0","48.0"
"I00069","P028","C001324","T01493","S0012","23","bottles","17.5","402.5"
"I00008","P035","C001039","T07842","S0002","17","cans","16.25","276.25"
"I00250","P005","C000416","T05780","S0038","1","pack","19.5","19.5"
"I00039","P017","C000266","T00719","S0036","8","bottles","26.0","208.0"
"I00215","P008","C001418","T09967","S0001","21","ct","14.0","294.0"
"I00100","P006","C000116","T06965","S0001","48","oz.","10.0","480.0"
"I00093","P034","C001987","T00102","S0016","18","bottles","13.0","234.0"
"I00110","P032","C001400","T05929","S0021","25","oz","22.5","562.5"
"I00090","P036","C000092","T00541","S0044","10","bottles","9.0","90.0"
"I00208","P019","C000493","T02994","S0036","21","ct","14.0","294.0"
"I00184","P031","C000035","T02204","S0023","342","ct","12.0","4104.0"
"I00209","P005","C000733","T01408","S0013","24","ct","13.0","312.0"
"I00106","P004","C000745","T05718","S0043","1","oz","17.0","17.0"
"I00172","P009","C001275","T08924","S0036","32","oz","19.0","608.0"
"I00098","P026","C000075","T06930","S0014","43","oz","10.0","430.0"
"I00262","P030","C000399","T01019","S0004","242","ct","14.0","3388.0"
"I00035","P038","C001382","T01853","S0020","21","cans","16.0","336.0"
"I00113","P032","C001860","T01404","S0041","75","ct","42.0","3150.0"
"I00007","P003","C000128","T00638","S0011","3","cans","6.75","20.25"
"I00215","P026","C001074","T07446","S0027","18","ct","14.0","252.0"
"I00223","P017","C001418","T08728","S0001","15","ct","13.5","202.5"
"I00154","P006","C000147","T00555","S0023","18","Bags","15.0","270.0"
"I00041","P016","C001940","T05097","S0022","2","bottles","23.0","46.0"
"I00220","P026","C001871","T02452","S0036","25","ct","14.0","350.0"
"I00208","P027","C001730","T01941","S0023","9","ct","14.0","126.0"
"I00147","P011","C000963","T00027","S0028","574","ct","15.0","8610.0"
"I00176","P004","C001026","T08866","S0013","7","ct","19.0","133.0"
"I00071","P003","C001993","T09679","S0043","19","bottles","17.5","332.5"
"I00235","P003","C001754","T01647","S0028","30","ct","14.0","420.0"
"I00144","P027","C001343","T06490","S0040","126","ct","20.0","2520.0"
"I00110","P031","C001365","T08617","S0011","28","oz","22.5","630.0"
"I00039","P022","C001076","T06749","S0023","3","bottles","26.0","78.0"
"I00050","P039","C000400","T09548","S0032","11","cans","8.0","88.0"
"I00261","P036","C000679","T04591","S0038","13","ct","33.0","429.0"
"I00142","P009","C000597","T09196","S0038","120","ct","12.5","1500.0"
"I00237","P019","C001090","T03292","S0018","15","ct","16.0","240.0"
"I00103","P023","C000937","T00664","S0002","5","tubs","15.0","75.0"
"I00090","P019","C001976","T09539","S0008","7","bottles","9.0","63.0"
"I00210","P020","C000794","T01832","S0018","12","ct","15.0","180.0"
"I00037","P003","C000741","T03502","S0011","13","cans","16.0","208.0"
"I00065","P012","C000418","T06114","S0038","9","bottles","20.0","180.0"
"I00083","P026","C000257","T06638","S0012","6","bottles","14.0","84.0"
"I00204","P015","C001347","T07591","S0011","10","ct","17.0","170.0"
"I00144","P026","C000350","T04713","S0019","168","ct","20.0","3360.0"
"I00054","P004","C000810","T02250","S0038","14","cans","40.0","560.0"
"I00164","P013","C000532","T00414","S0041","41","ct","16.0","656.0"
"I00229","P032","C000073","T06318","S0011","17","ct","13.0","221.0"
"I00096","P038","C001439","T09128","S0031","2","bottles","20.0","40.0"
"I00251","P008","C001557","T01760","S0011","63","oz","13.0","819.0"
"I00178","P030","C001762","T02255","S0017","11","ct","26.0","286.0"
"I00006","P015","C001077","T05826","S0016","16","cans","16.25","260.0"
"I00082","P020","C000949","T04902","S0012","3","ct","15.0","45.0"
"I00136","P032","C000478","T05692","S0012","152","ct","19.5","2964.0"
"I00139","P012","C001764","T06664","S0003","4","ct","24.0","96.0"
"I00122","P037","C001140","T01281","S0033","174","ct","15.0","2610.0"
"I00047","P016","C000234","T01444","S0029","11","cans","8.0","88.0"
"I00242","P027","C000711","T09645","S0037","9","pk","12.0","108.0"
"I00212","P039","C001802","T04909","S0041","25","ct","12.0","300.0"
"I00115","P014","C000173","T06930","S0012","38","ct","53.0","2014.0"
"I00094","P038","C001838","T01999","S0008","4","bottles","11.0","44.0"
"I00072","P022","C001208","T05430","S0009","23","bottles","20.0","460.0"
"I00238","P038","C000474","T09793","S0030","117","ct","12.0","1404.0"
"I00029","P005","C001090","T02746","S0014","19","cans","11.5","218.5"
"I00010","P011","C001112","T02534","S0023","5","cans","6.75","33.75"
"I00198","P015","C001375","T03233","S0013","19","ct","12.0","228.0"
"I00053","P021","C000913","T08868","S0029","8","cans","40.0","320.0"
"I00223","P012","C000050","T04950","S0020","27","ct","13.5","364.5"
"I00155","P024","C000581","T03352","S0024","15","bags","17.0","255.0"
"I00210","P025","C001038","T09359","S0040","29","ct","15.0","435.0"
"I00217","P030","C000298","T09911","S0033","31","oz","20.5","635.5"
"I00083","P034","C001197","T03058","S0007","7","bottles","14.0","98.0"
"I00199","P029","C000166","T08150","S0037","12","ct","15.0","180.0"
"I00145","P033","C000872","T07548","S0039","267","ct","17.0","4539.0"
"I00128","P024","C001831","T09952","S0028","1484","pk","16.0","23744.0"
"I00095","P012","C000497","T05002","S0001","8","botlltes","16.0","128.0"
"I00239","P027","C001326","T00766","S0020","2","pk","14.0","28.0"
"I00130","P025","C000123","T04516","S0044","156","ct","14.0","2184.0"
"I00216","P016","C000081","T01860","S0026","3","ct","16.5","49.5"
"I00138","P029","C001184","T02887","S0028","622","ct","32.0","19904.0"
"I00110","P034","C001410","T09629","S0009","1","oz","22.5","22.5"
"I00045","P007","C000426","T09778","S0037","7","cans","8.0","56.0"
"I00199","P010","C000059","T09080","S0009","9","ct","15.0","135.0"
"I00255","P018","C001865","T03322","S0028","8","pack","20.0","160.0"
"I00032","P011","C001290","T09483","S0015","2","cans","16.0","32.0"
"I00115","P022","C000344","T04532","S0044","31","ct","53.0","1643.0"
"I00171","P002","C000397","T04914","S0002","102","ct","16.0","1632.0"
"I00087","P014","C000417","T05784","S0011","7","bottles","15.0","105.0"
"I00238","P017","C001764","T00801","S0021","11","ct","12.0","132.0"
"I00167","P022","C001633","T09059","S0011","10","ct","14.0","140.0"
"I00224","P010","C000574","T06858","S0025","10","oz","11.0","110.0"
"I00090","P019","C001146","T03742","S0041","6","bottles","9.0","54.0"
"I00001","P033","C000787","T02892","S0020","19","cans","11.5","218.5"
"I00188","P002","C001832","T00163","S0031","4","ct","14.0","56.0"
"I00007","P005","C000098","T07827","S0039","4","cans","6.75","27.0"
"I00103","P028","C001572","T07395","S0040","52","tubs","15.0","780.0"
"I00129","P013","C001976","T04887","S0016","356","pk","18.0","6408.0"
"I00245","P026","C000254","T09018","S0043","5","rolls","26.0","130.0"
"I00193","P003","C000578","T00021","S0034","92","ct","18.0","1656.0"
"I00135","P034","C000754","T09390","S0004","30","ct","14.0","420.0"
"I00018","P038","C000485","T00300","S0038","5","cans","6.75","33.75"
"I00035","P033","C001316","T05708","S0037","8","cans","16.0","128.0"
"I00127","P022","C000170","T07943","S0001","323","pk","12.5","4037.5"
"I00071","P039","C000867","T04657","S0008","5","bottles","17.5","87.5"
"I00023","P025","C001833","T00111","S0013","7","cans","6.75","47.25"
"I00247","P002","C001172","T08665","S0020","5","oz","15.0","75.0"
"I00049","P009","C000650","T01112","S0032","4","cans","8.0","32.0"
"I00037","P016","C000945","T01508","S0040","23","cans","16.0","368.0"
"I00093","P004","C000074","T08476","S0040","7","bottles","13.0","91.0"
"I00113","P007","C000050","T09598","S0005","29","ct","42.0","1218.0"
"I00022","P002","C001529","T04334","S0002","20","cans","16.25","325.0"
"I00251","P023","C001251","T01872","S0023","18","oz","13.0","234.0"
"I00145","P028","C001591","T06404","S0027","125","ct","17.0","2125.0"
"I00250","P038","C001687","T09853","S0030","3","pack","19.5","58.5"
"I00088","P014","C001079","T03427","S0022","11","bottles","17.0","187.0"
"I00052","P039","C000990","T06266","S0043","21","cans","40.0","840.0"
"I00172","P034","C000116","T08971","S0033","33","oz","19.0","627.0"
"I00003","P012","C001263","T04351","S0019","2","cans","6.75","13.5"
"I00244","P038","C000336","T07582","S0038","32","oz","18.0","576.0"
"I00048","P024","C000231","T09870","S0036","4","cans","8.0","32.0"
"I00195","P011","C001808","T09304","S0024","3","ct","12.5","37.5"
"I00026","P032","C000218","T01290","S0013","3","cans","6.75","20.25"
"I00092","P024","C001349","T02512","S0023","11","bottles","10.0","110.0"
